Categoria,Ano,Mês,Localidade,Valor Índice
Categoria Desconhecida,2019,05,Brasil,131.50318
Categoria Desconhecida,2019,06,Brasil,119.26537
Categoria Desconhecida,2019,07,Brasil,123.92116
Categoria Desconhecida,2019,08,Brasil,126.88633
Categoria Desconhecida,2019,09,Brasil,123.44756
Categoria Desconhecida,2019,10,Brasil,126.13824
Categoria Desconhecida,2019,11,Brasil,115.8089
Categoria Desconhecida,2019,12,Brasil,103.79359
Categoria Desconhecida,2020,01,Brasil,114.88233
Categoria Desconhecida,2020,02,Brasil,136.6938
Categoria Desconhecida,2020,03,Brasil,126.58263
Categoria Desconhecida,2020,04,Brasil,87.46322
Categoria Desconhecida,2020,05,Brasil,76.78981
Categoria Desconhecida,2020,06,Brasil,83.10179
Categoria Desconhecida,2020,07,Brasil,119.07983
Categoria Desconhecida,2020,08,Brasil,137.33723
Categoria Desconhecida,2020,09,Brasil,150.69087
Categoria Desconhecida,2020,10,Brasil,159.26159
Categoria Desconhecida,2020,11,Brasil,155.34516
Categoria Desconhecida,2020,12,Brasil,143.70403
Categoria Desconhecida,2021,01,Brasil,145.56619
Categoria Desconhecida,2021,02,Brasil,136.14743
Categoria Desconhecida,2021,03,Brasil,151.10088
Categoria Desconhecida,2021,04,Brasil,130.66998
Categoria Desconhecida,2021,05,Brasil,128.49279
Categoria Desconhecida,2021,06,Brasil,127.15573
Categoria Desconhecida,2021,07,Brasil,134.24308
Categoria Desconhecida,2021,08,Brasil,150.43726
Categoria Desconhecida,2021,09,Brasil,135.23068
Categoria Desconhecida,2021,10,Brasil,120.67865
Categoria Desconhecida,2021,11,Brasil,128.28754
Categoria Desconhecida,2021,12,Brasil,101.21063
Categoria Desconhecida,2022,01,Brasil,103.6836
Categoria Desconhecida,2022,02,Brasil,103.295
Categoria Desconhecida,2022,03,Brasil,107.01176
Categoria Desconhecida,2022,04,Brasil,106.03295
Categoria Desconhecida,2022,05,Brasil,102.98707
Categoria Desconhecida,2022,06,Brasil,100.11707
Categoria Desconhecida,2022,07,Brasil,104.85861
Categoria Desconhecida,2022,08,Brasil,104.93794
Categoria Desconhecida,2022,09,Brasil,103.32484
Categoria Desconhecida,2022,10,Brasil,101.59701
Categoria Desconhecida,2022,11,Brasil,92.18905
Categoria Desconhecida,2022,12,Brasil,69.96509
Categoria Desconhecida,2023,01,Brasil,85.76327
Categoria Desconhecida,2023,02,Brasil,89.25357
Categoria Desconhecida,2023,03,Brasil,98.79132
Categoria Desconhecida,2023,04,Brasil,90.764
Categoria Desconhecida,2023,05,Brasil,97.8304
Categoria Desconhecida,2023,06,Brasil,92.28086
Categoria Desconhecida,2023,07,Brasil,96.53395
Categoria Desconhecida,2023,08,Brasil,99.48797
Categoria Desconhecida,2023,09,Brasil,95.14741
Categoria Desconhecida,2023,10,Brasil,99.01082
Categoria Desconhecida,2023,11,Brasil,88.90291
Categoria Desconhecida,2023,12,Brasil,68.11727
Categoria Desconhecida,2024,01,Brasil,76.50531
Categoria Desconhecida,2024,02,Brasil,87.99914
Categoria Desconhecida,2024,03,Brasil,89.66348
Categoria Desconhecida,2024,04,Brasil,95.93049
Categoria Desconhecida,2024,05,Brasil,97.97564
Categoria Desconhecida,2024,06,Brasil,94.69763
Categoria Desconhecida,2024,07,Brasil,98.68318
Categoria Desconhecida,2024,08,Brasil,101.23605
Categoria Desconhecida,2024,09,Brasil,97.9454
Categoria Desconhecida,2019,01,Brasil,98.25994
Categoria Desconhecida,2019,02,Brasil,103.18007
Categoria Desconhecida,2019,03,Brasil,105.60637
Categoria Desconhecida,2019,04,Brasil,107.50034
Categoria Desconhecida,2019,05,Brasil,113.53349
Categoria Desconhecida,2019,06,Brasil,101.48411
Categoria Desconhecida,2019,07,Brasil,110.54382
Categoria Desconhecida,2019,08,Brasil,114.58175
Categoria Desconhecida,2019,09,Brasil,110.00398
Categoria Desconhecida,2019,10,Brasil,116.51634
Categoria Desconhecida,2019,11,Brasil,112.04365
Categoria Desconhecida,2019,12,Brasil,80.89771
Categoria Desconhecida,2020,01,Brasil,96.81568
Categoria Desconhecida,2020,02,Brasil,108.43643
Categoria Desconhecida,2020,03,Brasil,94.69346
Categoria Desconhecida,2020,04,Brasil,47.2037
Categoria Desconhecida,2020,05,Brasil,54.06016
Categoria Desconhecida,2020,06,Brasil,77.13811
Categoria Desconhecida,2020,07,Brasil,98.53097
Categoria Desconhecida,2020,08,Brasil,111.65339
Categoria Desconhecida,2020,09,Brasil,120.20367
Categoria Desconhecida,2020,10,Brasil,129.69112
Categoria Desconhecida,2020,11,Brasil,121.28112
Categoria Desconhecida,2020,12,Brasil,110.95233
Categoria Desconhecida,2021,01,Brasil,118.58552
Categoria Desconhecida,2021,02,Brasil,116.9995
Categoria Desconhecida,2021,03,Brasil,127.81873
Categoria Desconhecida,2021,04,Brasil,107.44354
Categoria Desconhecida,2021,05,Brasil,107.5669
Categoria Desconhecida,2021,06,Brasil,107.08236
Categoria Desconhecida,2021,07,Brasil,112.84378
Categoria Desconhecida,2021,08,Brasil,120.41148
Categoria Desconhecida,2021,09,Brasil,116.7138
Categoria Desconhecida,2021,10,Brasil,107.33055
Categoria Desconhecida,2021,11,Brasil,109.49881
Categoria Desconhecida,2021,12,Brasil,81.40673
Categoria Desconhecida,2022,01,Brasil,95.80029
Categoria Desconhecida,2022,02,Brasil,105.49272
Categoria Desconhecida,2022,03,Brasil,111.54345
Categoria Desconhecida,2022,04,Brasil,99.72351
Categoria Desconhecida,2022,05,Brasil,104.32171
Categoria Desconhecida,2022,06,Brasil,99.9263
Categoria Desconhecida,2022,07,Brasil,105.39248
Categoria Desconhecida,2022,08,Brasil,106.42841
Categoria Desconhecida,2022,09,Brasil,104.38808
Categoria Desconhecida,2022,10,Brasil,101.58801
Categoria Desconhecida,2022,11,Brasil,91.59291
Categoria Desconhecida,2022,12,Brasil,73.80214
Categoria Desconhecida,2023,01,Brasil,93.36633
Categoria Desconhecida,2023,02,Brasil,103.9767
Categoria Desconhecida,2023,03,Brasil,117.72326
Categoria Desconhecida,2023,04,Brasil,104.74456
Categoria Desconhecida,2023,05,Brasil,116.55902
Categoria Desconhecida,2023,06,Brasil,111.13705
Categoria Desconhecida,2023,07,Brasil,116.67019
Categoria Desconhecida,2023,08,Brasil,124.90433
Categoria Desconhecida,2023,09,Brasil,122.93643
Categoria Desconhecida,2023,10,Brasil,124.41373
Categoria Desconhecida,2023,11,Brasil,114.96117
Categoria Desconhecida,2023,12,Brasil,73.53011
Categoria Desconhecida,2024,01,Brasil,90.61162
Categoria Desconhecida,2024,02,Brasil,106.90915
Categoria Desconhecida,2024,03,Brasil,111.55676
Categoria Desconhecida,2024,04,Brasil,114.04901
Categoria Desconhecida,2024,05,Brasil,117.10649
Categoria Desconhecida,2024,06,Brasil,117.1431
Categoria Desconhecida,2024,07,Brasil,128.00096
Categoria Desconhecida,2024,08,Brasil,129.71436
Categoria Desconhecida,2024,09,Brasil,124.12825
Categoria Desconhecida,2019,01,Brasil,94.94956
Categoria Desconhecida,2019,02,Brasil,105.79142
Categoria Desconhecida,2019,03,Brasil,104.14398
Categoria Desconhecida,2019,04,Brasil,102.15812
Categoria Desconhecida,2019,05,Brasil,105.65909
Categoria Desconhecida,2019,06,Brasil,94.9189
Categoria Desconhecida,2019,07,Brasil,105.7546
Categoria Desconhecida,2019,08,Brasil,103.5248
Categoria Desconhecida,2019,09,Brasil,107.02398
Categoria Desconhecida,2019,10,Brasil,117.87714
Categoria Desconhecida,2019,11,Brasil,111.36711
Categoria Desconhecida,2019,12,Brasil,75.53672
Categoria Desconhecida,2020,01,Brasil,103.63614
Categoria Desconhecida,2020,02,Brasil,108.91411
Categoria Desconhecida,2020,03,Brasil,81.7518
Categoria Desconhecida,2020,04,Brasil,23.84283
Categoria Desconhecida,2020,05,Brasil,35.4947
Categoria Desconhecida,2020,06,Brasil,66.26186
Categoria Desconhecida,2020,07,Brasil,98.0563
Categoria Desconhecida,2020,08,Brasil,113.85669
Categoria Desconhecida,2020,09,Brasil,127.28728
Categoria Desconhecida,2020,10,Brasil,129.25697
Categoria Desconhecida,2020,11,Brasil,115.78247
Categoria Desconhecida,2020,12,Brasil,88.6805
Categoria Desconhecida,2021,01,Brasil,118.05889
Categoria Desconhecida,2021,02,Brasil,115.34497
Categoria Desconhecida,2021,03,Brasil,114.08511
Categoria Desconhecida,2021,04,Brasil,100.84954
Categoria Desconhecida,2021,05,Brasil,95.77379
Categoria Desconhecida,2021,06,Brasil,92.28926
Categoria Desconhecida,2021,07,Brasil,93.32407
Categoria Desconhecida,2021,08,Brasil,112.97502
Categoria Desconhecida,2021,09,Brasil,117.1756
Categoria Desconhecida,2021,10,Brasil,115.43001
Categoria Desconhecida,2021,11,Brasil,105.91393
Categoria Desconhecida,2021,12,Brasil,69.4564
Categoria Desconhecida,2022,01,Brasil,82.9508
Categoria Desconhecida,2022,02,Brasil,90.89
Categoria Desconhecida,2022,03,Brasil,105.04795
Categoria Desconhecida,2022,04,Brasil,95.71363
Categoria Desconhecida,2022,05,Brasil,110.54768
Categoria Desconhecida,2022,06,Brasil,108.94937
Categoria Desconhecida,2022,07,Brasil,111.95628
Categoria Desconhecida,2022,08,Brasil,117.49618
Categoria Desconhecida,2022,09,Brasil,109.42081
Categoria Desconhecida,2022,10,Brasil,106.27241
Categoria Desconhecida,2022,11,Brasil,100.27819
Categoria Desconhecida,2022,12,Brasil,60.47668
Categoria Desconhecida,2023,01,Brasil,84.98292
Categoria Desconhecida,2023,02,Brasil,92.41643
Categoria Desconhecida,2023,03,Brasil,104.45868
Categoria Desconhecida,2023,04,Brasil,90.44207
Categoria Desconhecida,2023,05,Brasil,110.54908
Categoria Desconhecida,2023,06,Brasil,107.11336
Categoria Desconhecida,2023,07,Brasil,108.7843
Categoria Desconhecida,2023,08,Brasil,113.58211
Categoria Desconhecida,2023,09,Brasil,119.75788
Categoria Desconhecida,2023,10,Brasil,115.90645
Categoria Desconhecida,2023,11,Brasil,114.07048
Categoria Desconhecida,2023,12,Brasil,71.56689
Categoria Desconhecida,2024,01,Brasil,90.86865
Categoria Desconhecida,2024,02,Brasil,108.48682
Categoria Desconhecida,2024,03,Brasil,107.24178
Categoria Desconhecida,2024,04,Brasil,113.58115
Categoria Desconhecida,2024,05,Brasil,113.17378
Categoria Desconhecida,2024,06,Brasil,108.06634
Categoria Desconhecida,2024,07,Brasil,122.37066
Categoria Desconhecida,2024,08,Brasil,123.0119
Categoria Desconhecida,2024,09,Brasil,118.37465
Categoria Desconhecida,2019,01,Brasil,102.55816
Categoria Desconhecida,2019,02,Brasil,118.80245
Categoria Desconhecida,2019,03,Brasil,120.60837
Categoria Desconhecida,2019,04,Brasil,127.68103
Categoria Desconhecida,2019,05,Brasil,123.6068
Categoria Desconhecida,2019,06,Brasil,111.27762
Categoria Desconhecida,2019,07,Brasil,124.61966
Categoria Desconhecida,2019,08,Brasil,126.75281
Categoria Desconhecida,2019,09,Brasil,129.99645
Categoria Desconhecida,2019,10,Brasil,141.94043
Categoria Desconhecida,2019,11,Brasil,132.26206
Categoria Desconhecida,2019,12,Brasil,100.56728
Categoria Desconhecida,2020,01,Brasil,111.96157
Categoria Desconhecida,2020,02,Brasil,117.58388
Categoria Desconhecida,2020,03,Brasil,99.40264
Categoria Desconhecida,2020,04,Brasil,57.02382
Categoria Desconhecida,2020,05,Brasil,73.40392
Categoria Desconhecida,2020,06,Brasil,93.58972
Categoria Desconhecida,2020,07,Brasil,120.80716
Categoria Desconhecida,2020,08,Brasil,124.91637
Categoria Desconhecida,2020,09,Brasil,132.34122
Categoria Desconhecida,2020,10,Brasil,141.96272
Categoria Desconhecida,2020,11,Brasil,137.78224
Categoria Desconhecida,2020,12,Brasil,117.0241
Categoria Desconhecida,2021,01,Brasil,131.07713
Categoria Desconhecida,2021,02,Brasil,127.29952
Categoria Desconhecida,2021,03,Brasil,126.66624
Categoria Desconhecida,2021,04,Brasil,110.04598
Categoria Desconhecida,2021,05,Brasil,106.88983
Categoria Desconhecida,2021,06,Brasil,104.92985
Categoria Desconhecida,2021,07,Brasil,107.56222
Categoria Desconhecida,2021,08,Brasil,110.3286
Categoria Desconhecida,2021,09,Brasil,114.57311
Categoria Desconhecida,2021,10,Brasil,112.47038
Categoria Desconhecida,2021,11,Brasil,112.99038
Categoria Desconhecida,2021,12,Brasil,83.88772
Categoria Desconhecida,2022,01,Brasil,93.08205
Categoria Desconhecida,2022,02,Brasil,94.92913
Categoria Desconhecida,2022,03,Brasil,101.58583
Categoria Desconhecida,2022,04,Brasil,97.63059
Categoria Desconhecida,2022,05,Brasil,103.1235
Categoria Desconhecida,2022,06,Brasil,105.03915
Categoria Desconhecida,2022,07,Brasil,104.61132
Categoria Desconhecida,2022,08,Brasil,106.64376
Categoria Desconhecida,2022,09,Brasil,105.39057
Categoria Desconhecida,2022,10,Brasil,109.35281
Categoria Desconhecida,2022,11,Brasil,100.29679
Categoria Desconhecida,2022,12,Brasil,78.31451
Categoria Desconhecida,2023,01,Brasil,92.11009
Categoria Desconhecida,2023,02,Brasil,91.27265
Categoria Desconhecida,2023,03,Brasil,100.97074
Categoria Desconhecida,2023,04,Brasil,88.39604
Categoria Desconhecida,2023,05,Brasil,94.1548
Categoria Desconhecida,2023,06,Brasil,94.85356
Categoria Desconhecida,2023,07,Brasil,97.98245
Categoria Desconhecida,2023,08,Brasil,100.31354
Categoria Desconhecida,2023,09,Brasil,97.32261
Categoria Desconhecida,2023,10,Brasil,106.75859
Categoria Desconhecida,2023,11,Brasil,100.39378
Categoria Desconhecida,2023,12,Brasil,79.65301
Categoria Desconhecida,2024,01,Brasil,92.34109
Categoria Desconhecida,2024,02,Brasil,95.71694
Categoria Desconhecida,2024,03,Brasil,94.5009
Categoria Desconhecida,2024,04,Brasil,100.29156
Categoria Desconhecida,2024,05,Brasil,98.67194
Categoria Desconhecida,2024,06,Brasil,97.73853
Categoria Desconhecida,2024,07,Brasil,106.86137
Categoria Desconhecida,2024,08,Brasil,106.47143
Categoria Desconhecida,2024,09,Brasil,102.57942
Categoria Desconhecida,2019,01,Brasil,101.27309
Categoria Desconhecida,2019,02,Brasil,111.25063
Categoria Desconhecida,2019,03,Brasil,115.12904
Categoria Desconhecida,2019,04,Brasil,128.81873
Categoria Desconhecida,2019,05,Brasil,136.40216
Categoria Desconhecida,2019,06,Brasil,126.40944
Categoria Desconhecida,2019,07,Brasil,147.76418
Categoria Desconhecida,2019,08,Brasil,140.4753
Categoria Desconhecida,2019,09,Brasil,142.05254
Categoria Desconhecida,2019,10,Brasil,155.71743
Categoria Desconhecida,2019,11,Brasil,148.95596
Categoria Desconhecida,2019,12,Brasil,101.51881
Categoria Desconhecida,2020,01,Brasil,100.60034
Categoria Desconhecida,2020,02,Brasil,107.04329
Categoria Desconhecida,2020,03,Brasil,83.0336
Categoria Desconhecida,2020,04,Brasil,43.51004
Categoria Desconhecida,2020,05,Brasil,53.95777
Categoria Desconhecida,2020,06,Brasil,66.57344
Categoria Desconhecida,2020,07,Brasil,96.31128
Categoria Desconhecida,2020,08,Brasil,108.04875
Categoria Desconhecida,2020,09,Brasil,124.39832
Categoria Desconhecida,2020,10,Brasil,143.01008
Categoria Desconhecida,2020,11,Brasil,148.49216
Categoria Desconhecida,2020,12,Brasil,113.8441
Categoria Desconhecida,2021,01,Brasil,107.44493
Categoria Desconhecida,2021,02,Brasil,110.91808
Categoria Desconhecida,2021,03,Brasil,111.73483
Categoria Desconhecida,2021,04,Brasil,95.06229
Categoria Desconhecida,2021,05,Brasil,106.61843
Categoria Desconhecida,2021,06,Brasil,101.4228
Categoria Desconhecida,2021,07,Brasil,117.30477
Categoria Desconhecida,2021,08,Brasil,118.05012
Categoria Desconhecida,2021,09,Brasil,123.21799
Categoria Desconhecida,2021,10,Brasil,124.39691
Categoria Desconhecida,2021,11,Brasil,132.63842
Categoria Desconhecida,2021,12,Brasil,81.37962
Categoria Desconhecida,2022,01,Brasil,85.6129
Categoria Desconhecida,2022,02,Brasil,94.14378
Categoria Desconhecida,2022,03,Brasil,104.94687
Categoria Desconhecida,2022,04,Brasil,94.17972
Categoria Desconhecida,2022,05,Brasil,99.19713
Categoria Desconhecida,2022,06,Brasil,100.35406
Categoria Desconhecida,2022,07,Brasil,105.94426
Categoria Desconhecida,2022,08,Brasil,113.76004
Categoria Desconhecida,2022,09,Brasil,113.29244
Categoria Desconhecida,2022,10,Brasil,108.08086
Categoria Desconhecida,2022,11,Brasil,108.77573
Categoria Desconhecida,2022,12,Brasil,71.71221
Categoria Desconhecida,2023,01,Brasil,78.05579
Categoria Desconhecida,2023,02,Brasil,83.2224
Categoria Desconhecida,2023,03,Brasil,97.31482
Categoria Desconhecida,2023,04,Brasil,82.23345
Categoria Desconhecida,2023,05,Brasil,88.15295
Categoria Desconhecida,2023,06,Brasil,94.57743
Categoria Desconhecida,2023,07,Brasil,93.72684
Categoria Desconhecida,2023,08,Brasil,104.42479
Categoria Desconhecida,2023,09,Brasil,100.94699
Categoria Desconhecida,2023,10,Brasil,103.68045
Categoria Desconhecida,2023,11,Brasil,105.16695
Categoria Desconhecida,2023,12,Brasil,76.8809
Categoria Desconhecida,2024,01,Brasil,75.62431
Categoria Desconhecida,2024,02,Brasil,83.86555
Categoria Desconhecida,2024,03,Brasil,87.14557
Categoria Desconhecida,2024,04,Brasil,96.75723
Categoria Desconhecida,2024,05,Brasil,90.77559
Categoria Desconhecida,2024,06,Brasil,90.63054
Categoria Desconhecida,2024,07,Brasil,105.14485
Categoria Desconhecida,2024,08,Brasil,107.44655
Categoria Desconhecida,2024,09,Brasil,104.11316
Categoria Desconhecida,2019,01,Brasil,68.19147
Categoria Desconhecida,2019,02,Brasil,89.54935
Categoria Desconhecida,2019,03,Brasil,92.28476
Categoria Desconhecida,2019,04,Brasil,98.80302
Categoria Desconhecida,2019,05,Brasil,103.05423
Categoria Desconhecida,2019,06,Brasil,97.90397
Categoria Desconhecida,2019,07,Brasil,101.93179
Categoria Desconhecida,2019,08,Brasil,101.45341
Categoria Desconhecida,2019,09,Brasil,89.86528
Categoria Desconhecida,2019,10,Brasil,98.7272
Categoria Desconhecida,2019,11,Brasil,95.06272
Categoria Desconhecida,2019,12,Brasil,45.26574
Categoria Desconhecida,2020,01,Brasil,77.64081
Categoria Desconhecida,2020,02,Brasil,81.44221
Categoria Desconhecida,2020,03,Brasil,70.26648
Categoria Desconhecida,2020,04,Brasil,15.71422
Categoria Desconhecida,2020,05,Brasil,34.84366
Categoria Desconhecida,2020,06,Brasil,58.19779
Categoria Desconhecida,2020,07,Brasil,80.21343
Categoria Desconhecida,2020,08,Brasil,73.9765
Categoria Desconhecida,2020,09,Brasil,80.56259
Categoria Desconhecida,2020,10,Brasil,87.63396
Categoria Desconhecida,2020,11,Brasil,84.6161
Categoria Desconhecida,2020,12,Brasil,48.16156
Categoria Desconhecida,2021,01,Brasil,81.11292
Categoria Desconhecida,2021,02,Brasil,70.42894
Categoria Desconhecida,2021,03,Brasil,74.08551
Categoria Desconhecida,2021,04,Brasil,58.9504
Categoria Desconhecida,2021,05,Brasil,59.63518
Categoria Desconhecida,2021,06,Brasil,75.83091
Categoria Desconhecida,2021,07,Brasil,86.57173
Categoria Desconhecida,2021,08,Brasil,92.9649
Categoria Desconhecida,2021,09,Brasil,92.90719
Categoria Desconhecida,2021,10,Brasil,97.42084
Categoria Desconhecida,2021,11,Brasil,91.75923
Categoria Desconhecida,2021,12,Brasil,35.37378
Categoria Desconhecida,2022,01,Brasil,80.48756
Categoria Desconhecida,2022,02,Brasil,106.89098
Categoria Desconhecida,2022,03,Brasil,107.92141
Categoria Desconhecida,2022,04,Brasil,88.66754
Categoria Desconhecida,2022,05,Brasil,114.12306
Categoria Desconhecida,2022,06,Brasil,106.75548
Categoria Desconhecida,2022,07,Brasil,107.49849
Categoria Desconhecida,2022,08,Brasil,101.8514
Categoria Desconhecida,2022,09,Brasil,101.17
Categoria Desconhecida,2022,10,Brasil,110.64363
Categoria Desconhecida,2022,11,Brasil,112.79961
Categoria Desconhecida,2022,12,Brasil,61.19083
Categoria Desconhecida,2023,01,Brasil,97.38596
Categoria Desconhecida,2023,02,Brasil,84.83176
Categoria Desconhecida,2023,03,Brasil,117.95241
Categoria Desconhecida,2023,04,Brasil,107.36617
Categoria Desconhecida,2023,05,Brasil,136.46001
Categoria Desconhecida,2023,06,Brasil,136.56782
Categoria Desconhecida,2023,07,Brasil,129.4858
Categoria Desconhecida,2023,08,Brasil,110.53246
Categoria Desconhecida,2023,09,Brasil,108.29643
Categoria Desconhecida,2023,10,Brasil,107.87366
Categoria Desconhecida,2023,11,Brasil,106.74989
Categoria Desconhecida,2023,12,Brasil,42.13532
Categoria Desconhecida,2024,01,Brasil,74.34475
Categoria Desconhecida,2024,02,Brasil,89.98804
Categoria Desconhecida,2024,03,Brasil,86.78179
Categoria Desconhecida,2024,04,Brasil,94.50092
Categoria Desconhecida,2024,05,Brasil,98.29907
Categoria Desconhecida,2024,06,Brasil,94.48981
Categoria Desconhecida,2024,07,Brasil,93.43536
Categoria Desconhecida,2024,08,Brasil,92.06779
Categoria Desconhecida,2024,09,Brasil,105.76562
Categoria Desconhecida,2019,01,Brasil,139.00625
Categoria Desconhecida,2019,02,Brasil,127.23348
Categoria Desconhecida,2019,03,Brasil,127.13653
Categoria Desconhecida,2019,04,Brasil,128.05088
Categoria Desconhecida,2019,05,Brasil,123.83074
Categoria Desconhecida,2019,06,Brasil,106.90172
Categoria Desconhecida,2019,07,Brasil,120.14038
Categoria Desconhecida,2019,08,Brasil,123.10235
Categoria Desconhecida,2019,09,Brasil,128.12737
Categoria Desconhecida,2019,10,Brasil,133.44295
Categoria Desconhecida,2019,11,Brasil,121.927
Categoria Desconhecida,2019,12,Brasil,114.76718
Categoria Desconhecida,2020,01,Brasil,131.04873
Categoria Desconhecida,2020,02,Brasil,120.62745
Categoria Desconhecida,2020,03,Brasil,123.38695
Categoria Desconhecida,2020,04,Brasil,83.56889
Categoria Desconhecida,2020,05,Brasil,82.63737
Categoria Desconhecida,2020,06,Brasil,98.58057
Categoria Desconhecida,2020,07,Brasil,116.91436
Categoria Desconhecida,2020,08,Brasil,124.8207
Categoria Desconhecida,2020,09,Brasil,143.89867
Categoria Desconhecida,2020,10,Brasil,143.66194
Categoria Desconhecida,2020,11,Brasil,145.66057
Categoria Desconhecida,2020,12,Brasil,136.36354
Categoria Desconhecida,2021,01,Brasil,135.21786
Categoria Desconhecida,2021,02,Brasil,132.59487
Categoria Desconhecida,2021,03,Brasil,144.54886
Categoria Desconhecida,2021,04,Brasil,128.67786
Categoria Desconhecida,2021,05,Brasil,121.41786
Categoria Desconhecida,2021,06,Brasil,115.41007
Categoria Desconhecida,2021,07,Brasil,117.30374
Categoria Desconhecida,2021,08,Brasil,114.35179
Categoria Desconhecida,2021,09,Brasil,99.0151
Categoria Desconhecida,2021,10,Brasil,93.33519
Categoria Desconhecida,2021,11,Brasil,96.70164
Categoria Desconhecida,2021,12,Brasil,87.27769
Categoria Desconhecida,2022,01,Brasil,96.73551
Categoria Desconhecida,2022,02,Brasil,98.37711
Categoria Desconhecida,2022,03,Brasil,113.54869
Categoria Desconhecida,2022,04,Brasil,100.74535
Categoria Desconhecida,2022,05,Brasil,112.51309
Categoria Desconhecida,2022,06,Brasil,118.37448
Categoria Desconhecida,2022,07,Brasil,102.97162
Categoria Desconhecida,2022,08,Brasil,106.22914
Categoria Desconhecida,2022,09,Brasil,90.5946
Categoria Desconhecida,2022,10,Brasil,86.93146
Categoria Desconhecida,2022,11,Brasil,85.81255
Categoria Desconhecida,2022,12,Brasil,87.1664
Categoria Desconhecida,2023,01,Brasil,94.47635
Categoria Desconhecida,2023,02,Brasil,89.9579
Categoria Desconhecida,2023,03,Brasil,98.06042
Categoria Desconhecida,2023,04,Brasil,91.94988
Categoria Desconhecida,2023,05,Brasil,109.89737
Categoria Desconhecida,2023,06,Brasil,105.13063
Categoria Desconhecida,2023,07,Brasil,104.45092
Categoria Desconhecida,2023,08,Brasil,111.25806
Categoria Desconhecida,2023,09,Brasil,101.08293
Categoria Desconhecida,2023,10,Brasil,99.52279
Categoria Desconhecida,2023,11,Brasil,103.85182
Categoria Desconhecida,2023,12,Brasil,95.93581
Categoria Desconhecida,2024,01,Brasil,106.69058
Categoria Desconhecida,2024,02,Brasil,107.32164
Categoria Desconhecida,2024,03,Brasil,108.27211
Categoria Desconhecida,2024,04,Brasil,113.23905
Categoria Desconhecida,2024,05,Brasil,109.07521
Categoria Desconhecida,2024,06,Brasil,99.78574
Categoria Desconhecida,2024,07,Brasil,110.06728
Categoria Desconhecida,2024,08,Brasil,111.1417
Categoria Desconhecida,2024,09,Brasil,100.65448
Categoria Desconhecida,2019,01,Brasil,96.31351
Categoria Desconhecida,2019,02,Brasil,107.68894
Categoria Desconhecida,2019,03,Brasil,115.15331
Categoria Desconhecida,2019,04,Brasil,116.63714
Categoria Desconhecida,2019,05,Brasil,108.63831
Categoria Desconhecida,2019,06,Brasil,98.27859
Categoria Desconhecida,2019,07,Brasil,126.18341
Categoria Desconhecida,2019,08,Brasil,132.13947
Categoria Desconhecida,2019,09,Brasil,129.13386
Categoria Desconhecida,2019,10,Brasil,143.38415
Categoria Desconhecida,2019,11,Brasil,135.66133
Categoria Desconhecida,2019,12,Brasil,82.78961
Categoria Desconhecida,2020,01,Brasil,97.13541
Categoria Desconhecida,2020,02,Brasil,107.90855
Categoria Desconhecida,2020,03,Brasil,80.90186
Categoria Desconhecida,2020,04,Brasil,30.00162
Categoria Desconhecida,2020,05,Brasil,44.43196
Categoria Desconhecida,2020,06,Brasil,49.81761
Categoria Desconhecida,2020,07,Brasil,80.54815
Categoria Desconhecida,2020,08,Brasil,98.93638
Categoria Desconhecida,2020,09,Brasil,130.34165
Categoria Desconhecida,2020,10,Brasil,142.63078
Categoria Desconhecida,2020,11,Brasil,145.69328
Categoria Desconhecida,2020,12,Brasil,100.78769
Categoria Desconhecida,2021,01,Brasil,104.38845
Categoria Desconhecida,2021,02,Brasil,104.82535
Categoria Desconhecida,2021,03,Brasil,98.62868
Categoria Desconhecida,2021,04,Brasil,76.05716
Categoria Desconhecida,2021,05,Brasil,72.21244
Categoria Desconhecida,2021,06,Brasil,82.98311
Categoria Desconhecida,2021,07,Brasil,93.60572
Categoria Desconhecida,2021,08,Brasil,108.83845
Categoria Desconhecida,2021,09,Brasil,110.92448
Categoria Desconhecida,2021,10,Brasil,119.8163
Categoria Desconhecida,2021,11,Brasil,121.24665
Categoria Desconhecida,2021,12,Brasil,81.91822
Categoria Desconhecida,2022,01,Brasil,80.50755
Categoria Desconhecida,2022,02,Brasil,88.44392
Categoria Desconhecida,2022,03,Brasil,102.33888
Categoria Desconhecida,2022,04,Brasil,89.77483
Categoria Desconhecida,2022,05,Brasil,96.98044
Categoria Desconhecida,2022,06,Brasil,98.30787
Categoria Desconhecida,2022,07,Brasil,95.68958
Categoria Desconhecida,2022,08,Brasil,117.1997
Categoria Desconhecida,2022,09,Brasil,120.9459
Categoria Desconhecida,2022,10,Brasil,115.78232
Categoria Desconhecida,2022,11,Brasil,115.04871
Categoria Desconhecida,2022,12,Brasil,78.98031
Categoria Desconhecida,2023,01,Brasil,81.48834
Categoria Desconhecida,2023,02,Brasil,91.29703
Categoria Desconhecida,2023,03,Brasil,114.70901
Categoria Desconhecida,2023,04,Brasil,94.34848
Categoria Desconhecida,2023,05,Brasil,105.91356
Categoria Desconhecida,2023,06,Brasil,96.50727
Categoria Desconhecida,2023,07,Brasil,101.22879
Categoria Desconhecida,2023,08,Brasil,114.49739
Categoria Desconhecida,2023,09,Brasil,106.01187
Categoria Desconhecida,2023,10,Brasil,120.33378
